0,1,2,3,4,5,6,7,8,9
100,10,0.6,5,logistic,lbfgs,0,0.5379543215405281,0.5714285714285713,22.730000019073486
100,10,0.6,5,logistic,lbfgs,,0.7601235356514218,1.0,39.8199999332428
100,10,0.6,5,logistic,sgd,0,0.7752795193312433,0.7499999999999999,58.72200012207031
100,10,0.6,5,logistic,sgd,,0.11999999999999998,0.0,42.35000014305115
100,10,0.6,5,logistic,adam,0,0.6770519574614408,0.0,69.71000003814697
100,10,0.6,5,logistic,adam,,0.638453710256032,0.8235294117647058,68.79999995231628
100,10,0.6,5,tanh,lbfgs,0,0.6012447552447547,0.0,18.271000146865845
100,10,0.6,5,tanh,lbfgs,,0.6105402069095908,0.0,16.899999856948853
100,10,0.6,5,tanh,sgd,0,0.7592995584319274,0.787878787878788,62.959999799728394
100,10,0.6,5,tanh,sgd,,0.5954026550493474,0.7142857142857143,62.30999994277954
100,10,0.6,5,tanh,adam,0,0.6453626373626374,0.8461538461538461,72.96600008010864
100,10,0.6,5,tanh,adam,,0.46860477649210985,0.47058823529411764,70.49699997901917
100,10,0.6,7,logistic,lbfgs,0,0.6659295116648057,1.0,29.860000133514404
100,10,0.6,7,logistic,lbfgs,,0.5286328116328114,0.5454545454545454,30.27999997138977
100,10,0.6,7,logistic,sgd,0,0.689347319347319,0.7272727272727273,80.73000001907349
100,10,0.6,7,logistic,sgd,,0.6793478260869563,0.6666666666666666,60.13800001144409
100,10,0.6,7,logistic,adam,0,0.48840659340659287,0.42857142857142855,110.50799989700317
100,10,0.6,7,logistic,adam,,0.5924627513009866,0.8750000000000001,94.04999995231628
100,10,0.6,7,tanh,lbfgs,0,0.73951461988304,0.7999999999999999,23.049999952316284
100,10,0.6,7,tanh,lbfgs,,0.6173220405325666,0.0,22.740000009536743
100,10,0.6,7,tanh,sgd,0,0.6207340041279668,0.823529411764706,85.17900013923645
100,10,0.6,7,tanh,sgd,,0.7264130006560349,0.923076923076923,87.87100005149841
100,10,0.6,7,tanh,adam,0,0.661746336996337,0.6153846153846154,96.48900008201599
100,10,0.6,7,tanh,adam,,0.6089628910820861,0.5,96.5569999217987
100,10,0.6,10,logistic,lbfgs,0,0.5338095238095238,0.7142857142857143,38.96799993515015
100,10,0.6,10,logistic,lbfgs,,0.6568868908868903,0.4444444444444444,40.03999996185303
100,10,0.6,10,logistic,sgd,0,0.0,0.0,106.8289999961853
100,10,0.6,10,logistic,sgd,,0.7338655462184868,0.5714285714285715,84.12000012397766
100,10,0.6,10,logistic,adam,0,0.6570751633986924,0.75,137.49300003051758
100,10,0.6,10,logistic,adam,,0.4955550283050281,0.6153846153846154,129.82500004768372
100,10,0.6,10,tanh,lbfgs,0,0.7279950049950042,0.7692307692307692,31.180000066757202
100,10,0.6,10,tanh,lbfgs,,0.7225314685314675,0.36363636363636365,29.055999994277954
100,10,0.6,10,tanh,sgd,0,0.23716017316017307,0.33333333333333337,113.11400008201599
100,10,0.6,10,tanh,sgd,,0.6609135602959129,0.3333333333333333,110.99000000953674
100,10,0.6,10,tanh,adam,0,0.7584035409035401,0.7142857142857143,128.65700006484985
100,10,0.6,10,tanh,adam,,0.6735062715062711,0.7692307692307692,129.09999990463257
100,10,0.6,11,logistic,lbfgs,0,0.5212650127650122,0.6153846153846153,37.46000003814697
100,10,0.6,11,logistic,lbfgs,,0.6259729714729708,0.6,36.17900013923645
100,10,0.6,11,logistic,sgd,0,0.7471200172376636,0.9411764705882353,114.98899984359741
100,10,0.6,11,logistic,sgd,,0.5757648674854556,0.7142857142857143,87.29199981689453
100,10,0.6,11,logistic,adam,0,0.29766666666666663,0.2857142857142857,145.9170000553131
100,10,0.6,11,logistic,adam,,0.672565268065268,0.0,141.23200011253357
100,10,0.6,11,tanh,lbfgs,0,0.4461998556998558,0.3333333333333333,32.69500017166138
100,10,0.6,11,tanh,lbfgs,,0.676315351315351,0.3636363636363636,30.585999965667725
100,10,0.6,11,tanh,sgd,0,0.4046666666666666,0.4444444444444444,118.75300002098083
100,10,0.6,11,tanh,sgd,,0.7520455655455653,1.0,122.125
100,10,0.6,11,tanh,adam,0,0.5950497835497834,0.4444444444444444,139.02900004386902
100,10,0.6,11,tanh,adam,,0.5950808635808634,0.8333333333333334,140.67000007629395
100,10,0.6,14,logistic,lbfgs,0,0.6265506715506708,1.0,47.37999987602234
100,10,0.6,14,logistic,lbfgs,,0.3487301587301586,0.0,43.41199994087219
100,10,0.6,14,logistic,sgd,0,0.024,0.0,140.51399993896484
100,10,0.6,14,logistic,sgd,,0.024,0.0,122.72200012207031
100,10,0.6,14,logistic,adam,0,0.662261904761904,0.8,174.89600014686584
